State,Bill Name,Issues,Status,Status Detail,Status Date,In Court Link
"Oklahoma","H.B.1344","Religious exemptions | Weakening Civil Rights Laws","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","H.B.2149","Healthcare restrictions | Other healthcare barriers","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","H.B.1964","Curriculum censorship | Other anti-LGBTQ bills | Restricting student & educator rights","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","H.B.1361","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Nebraska","L.B.655","Religious exemptions | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","07/02/2025",""
"Mississippi","S.B. 2364","Other anti-LGBTQ bills","Defeated","Died in committee","02/04/2025",""
"Mississippi","S.B. 2870","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Died in committee","02/04/2025",""
"Mississippi","H.B. 1516","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Died in committee","02/04/2025",""
"Mississippi","S.B. 2516","Restricting student & educator rights | School facilities bans","Defeated","Died in committee","02/04/2025",""
"Mississippi","S.B. 2468","Other school restrictions | Restricting student & educator rights","Defeated","Died in committee","02/04/2025",""
"Mississippi","H.B. 1385","Curriculum censorship | Other school restrictions | Restricting student & educator rights","Defeated","Died in committee","02/04/2025",""
"Mississippi","H.B. 1060","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Died in committee","02/04/2025",""
"Mississippi","H.B. 1246","Other anti-LGBTQ bills","Defeated","Died in committee","02/04/2025",""
"Mississippi","H.B. 1542","Curriculum censorship | Other anti-LGBTQ bills | Restricting student & educator rights","Defeated","Died in committee","02/04/2025",""
"Mississippi","H.B. 1605","Restricting student & educator rights | School facilities bans","Defeated","Died in committee","02/04/2025",""
"Mississippi","S.B. 2218","Restricting student & educator rights | School facilities bans","Defeated","Died in committee","02/04/2025",""
"Mississippi","H.B. 1422","Religious exemptions | Weakening Civil Rights Laws","Defeated","Died in committee","02/04/2025",""
"Mississippi","S.B. 2896","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Defeated","Died in committee","02/04/2025",""
"Mississippi","S.B. 2370","Other anti-LGBTQ bills","Defeated","Died in committee","02/04/2025",""
"Maryland","S.B.0588","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","04/07/2025",""
"Maryland","H.B.0156","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","04/07/2025",""
"Kentucky","H.B.154","Healthcare funding restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","03/28/2025",""
"Kentucky","H.B.177","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/28/2025",""
"Kentucky","H.B.163","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/28/2025",""
"Iowa","S.F.156","Public accommodation bans","Advancing","Legislative session adjourned, carries over to 2026","05/14/2025",""
"Idaho","S.1048","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/04/2025",""
"South Dakota","H.B.1269","Free speech & expression bans | Other expression restrictions","Defeated","Legislative session ended","03/31/2025",""
"South Dakota","H.B.1211","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/31/2025",""
"South Carolina","S.B.0322","Other school restrictions | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"Pennsylvania","S.B.213","Barriers to accurate IDs | Healthcare restrictions | Other anti-LGBTQ bills | Prison healthcare restrictions | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Advancing","Referred to committee","02/04/2025",""
"Minnesota","S.F.886","Re-definition of sex | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Maryland","H.B.1019","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/07/2025",""
"Maryland","S.B.0948","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/07/2025",""
"Kentucky","H.B.314","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/28/2025",""
"Illinois","H.B.2915","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Illinois","S.B.2078","Barriers to accurate IDs | Healthcare restrictions | Other anti-LGBTQ bills | Prison healthcare restrictions | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Illinois","S.B.2079","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Alabama","H.B.107","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/14/2025",""
"Oklahoma","S.B.1049","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","S.B.759","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Advancing","Did not meet passage requirements, dormant until carried over","03/28/2025",""
"Oklahoma","S.B.665","Religious exemptions | Weakening Civil Rights Laws","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","S.B.591","Other school restrictions | Restricting student & educator rights","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","S.B.848","Curriculum censorship | Other school restrictions | Restricting student & educator rights","Advancing","Did not meet passage requirements, dormant until carried over","03/28/2025",""
"Oklahoma","S.B.210","Other anti-LGBTQ bills","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","S.B.413","Curriculum censorship | Restricting student & educator rights","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","S.B.958","Healthcare restrictions | Other healthcare barriers","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","S.B.1002","Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","S.B.847","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","S.B.845","Other anti-LGBTQ bills","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Georgia","H.B.104","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","04/04/2025",""
"Washington","H.B. 1699","Restricting student & educator rights | School sports bans","Advancing","First read and referred to committee","01/29/2025",""
"Oklahoma","S.B.977","Drag bans | Free speech & expression bans | ","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"New Mexico","H.B. 185","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","03/22/2025",""
"Minnesota","S.F.716","Drag bans | Free speech & expression bans | ","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Minnesota","S.F.744","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Minnesota","S.F.802","Restricting student & educator rights | School facilities bans | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Michigan","H.B.4031","Restricting student & educator rights | School sports bans","Advancing","First read and referred to committee","01/28/2025",""
"Michigan","H.B.4024","Restricting student & educator rights | School facilities bans","Advancing","First read and referred to committee","01/28/2025",""
"Virginia","S.B. 749","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","02/22/2025",""
"Virginia","S.B. 1079","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","02/22/2025",""
"Virginia","S.B. 1074","Forced outing in schools | Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | Restricting student & educator rights","Defeated","Legislative session ended","02/22/2025",""
"Missouri","S.B. 117","Forced outing in schools | Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws","Advancing","Second read and referred to committee","01/23/2025",""
"Kansas","S.B.16","Other anti-LGBTQ bills","Advancing","Legislative session adjourned, carries over to 2026","04/11/2025",""
"Idaho","H.10","Free speech & expression bans | Other expression restrictions | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/04/2025",""
"Hawaii","H.B.257","Barriers to accurate IDs | ","Advancing","Legislative session adjourned, carries over to 2026","05/02/2025",""
"Hawaii","H.B.268","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/02/2025",""
"Hawaii","H.B.207","Restricting student & educator rights | School sports bans","Advancing","Referred to committee","01/21/2025",""
"Connecticut","S.B.1045","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session adjourned","06/04/2025",""
"Connecticut","H.B.6178","Other anti-LGBTQ bills","Defeated","Legislative session adjourned","06/04/2025",""
"Connecticut","H.B.6201","Restricting student & educator rights | School sports bans","Defeated","Legislative session adjourned","06/04/2025",""
"Connecticut","H.B.6609","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session adjourned","06/04/2025",""
"South Carolina","H.B.3433","Other anti-LGBTQ bills","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"South Carolina","H.B.3121","Religious exemptions | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"South Carolina","H.B.3118","Curriculum censorship | Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"South Carolina","H.B.3094","Healthcare restrictions | Other anti-LGBTQ bills | Other healthcare barriers","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"Missouri","H.B. 135","Barriers to accurate IDs | ","Advancing","Referred to committee","01/16/2025",""
"South Carolina","S.B.0162","Barriers to accurate IDs | ","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"South Carolina","S.B.0243","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"South Carolina","S.B.0240","Healthcare restrictions | Other anti-LGBTQ bills | Other healthcare barriers","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"Connecticut","H.B.5789","Restricting student & educator rights | School sports bans","Defeated","Legislative session adjourned","06/04/2025",""
"South Carolina","S.B.0199","Restricting student & educator rights | School facilities bans","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"Pennsylvania","H.B.158","Restricting student & educator rights | School sports bans","Advancing","Referred to committee","01/17/2025",""
"Indiana","S.B.0239","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/24/2025",""
"Indiana","H.B.1528","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/24/2025",""
"Indiana","H.B.1428","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/24/2025",""
"Indiana","H.B.1456","Other anti-LGBTQ bills","Advancing","Legislative session ended","04/24/2025",""
"Connecticut","S.B.592","Restricting student & educator rights | School sports bans","Defeated","Legislative session adjourned","06/04/2025",""
"Connecticut","H.B.5336","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session adjourned","06/04/2025",""
"Connecticut","H.B.5370","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session adjourned","06/04/2025",""
"Indiana","S.B.0479","Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","04/24/2025",""
"New Jersey","A.2580","Curriculum censorship | Restricting student & educator rights","Introduced","Carried over","01/14/2025",""
"New Jersey","A.531","Curriculum censorship | Restricting student & educator rights","Introduced","Carried over","01/14/2025",""
"New Jersey","A.410","Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/14/2025",""
"New Jersey","S.1329","Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/14/2025",""
"Connecticut","S.B.36","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session adjourned","06/04/2025",""
"Illinois","H.B.1214","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Illinois","H.B.1216","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Illinois","H.B.1161","Other school restrictions | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Illinois","H.B.1209","Re-definition of sex | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Illinois","H.B.1117","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Indiana","S.B.0441","Barriers to accurate IDs | Re-definition of sex | Weakening Civil Rights Laws","Advancing","Legislative session ended","04/24/2025",""
"Michigan","S.B.0009","Restricting student & educator rights | School facilities bans","Advancing","Referred to committee","01/08/2025",""
"South Carolina","H.B.3263","Restricting student & educator rights | School facilities bans","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"South Carolina","H.B.3506","Re-definition of sex | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"South Carolina","H.B.3011","Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","06/28/2025",""
"Washington","S.B. 5136","Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws","Advancing","Unofficially first read and referred to committee","01/13/2025",""
"Washington","H.B. 1027","Other anti-LGBTQ bills","Advancing","Unofficially first read and referred to committee","01/13/2025",""
"Washington","H.B. 1038","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Unofficially first read and referred to committee","01/13/2025",""
"Virginia","S.B. 723","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","02/22/2025",""
"Virginia","S.B. 68","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","02/22/2025",""
"Virginia","S.B. 671","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","02/22/2025",""
"Virginia","H.B. 670","Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights","Defeated","Legislative session ended","02/22/2025",""
"Virginia","H.B. 1120","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","02/22/2025",""
"Virginia","H.J. 86","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","02/22/2025",""
"Virginia","S.B. 37","Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights","Defeated","Legislative session ended","02/22/2025",""
"New Jersey","A.670","Curriculum censorship | Restricting student & educator rights","Introduced","Carried over","01/09/2025",""
"New Jersey","S.1331","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2025",""

Data is current as of July 11 2025 
