State,Bill Name,Issues,Status,Status Detail,Status Date,In Court Link
"Ohio","HB 6","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","12/19/2024",""
"Ohio","HB 151","Other anti-LGBTQ bills","Defeated","Legislative session ended","12/19/2024",""
"Ohio","SB 83","Other anti-LGBTQ bills","Defeated","Legislative session ended","12/19/2024",""
"Nebraska","LB 371","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","04/18/2024",""
"Nebraska","LB 810","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/18/2024",""
"Michigan","H.J.R.E.","Other anti-LGBTQ bills","Introduced","Carried over","01/10/2024",""
"Michigan","HB 4539","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/10/2024",""
"Michigan","HB 4075","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/10/2024",""
"Michigan","HB 4195","Restricting student & educator rights | School facilities bans","Introduced","Carried over","01/10/2024",""
"Michigan","HB 4257","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/10/2024",""
"Michigan","HB 4345","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/10/2024",""
"Michigan","HB 4540","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/10/2024",""
"Michigan","HB 4546","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/10/2024",""
"Kansas","SB 255","Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","04/30/2024",""
"Kansas","HB 2263","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","04/30/2024",""
"Kansas","SB 149","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","04/30/2024",""
"Kansas","SB 201","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","04/30/2024",""
"Kansas","SB 207","Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/30/2024",""
"Kansas","HB 2404","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/30/2024",""
"Kansas","SB 12","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","04/30/2024",""
"Kansas","SB 224","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/20/2024",""
"Iowa","SF 110","Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","04/20/2024",""
"Iowa","SF 83","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","04/20/2024",""
"Iowa","SF 129","Forced outing in schools | Healthcare age restrictions | Healthcare restrictions | Other anti-LGBTQ bills | Restricting student & educator rights","Defeated","Legislative session ended","04/20/2024",""
"Iowa","SF 159","Forced outing in schools | Restricting student & educator rights","Defeated","Legislative session ended","04/20/2024",""
"Iowa","HF 229","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Iowa","HF 325","Other civil rights restrictions | Public accommodation bans | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Iowa","SF 348","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","04/20/2024",""
"Iowa","SF 212","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Iowa","HF 508","Other anti-LGBTQ bills | Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Iowa","HF 482","Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","04/20/2024",""
"Iowa","HF 9","Forced outing in schools | Restricting student & educator rights","Defeated","Legislative session ended","04/20/2024",""
"Iowa","HF 190","Other civil rights restrictions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Iowa","HSB 222","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/20/2024",""
"Iowa","HF 8","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","04/20/2024",""
"Iowa","HF 348","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","04/20/2024",""
"Iowa","HF 616","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/20/2024",""
"Iowa","HF 180","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/20/2024",""
"Iowa","SF 297","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Georgia","SB 141","Forced outing in schools | Healthcare age restrictions | Healthcare restrictions | Restricting student & educator rights","Defeated","Legislative session ended","03/28/2024",""
"Georgia","HB 653","Forced outing in schools | Healthcare age restrictions | Healthcare restrictions | Restricting student & educator rights","Defeated","Legislative session ended","03/28/2024",""
"Alaska","HB 27","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/15/2024",""
"Alaska","SB 96","Curriculum censorship | Other school restrictions | Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","05/15/2024",""
"Illinois","H.B.4355","Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","05/29/2024",""
"Hawaii","HB 508","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/03/2024",""
"Hawaii","HB 509","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","05/03/2024",""
"Hawaii","SB 1429","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/03/2024",""
"Hawaii","SB 1428","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Defeated","Legislative session ended","05/03/2024","https://clearinghouse.net/case/4419"
"Hawaii","HB 891","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","05/03/2024",""
"Minnesota","SF 934","Restricting student & educator rights | School facilities bans | School sports bans","Defeated","Legislative session ended","05/20/2024",""
"Minnesota","HF 3022","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Defeated","Legislative session ended","05/20/2024",""
"Minnesota","SF 3272","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","05/20/2024",""
"Minnesota","HF 551","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/20/2024",""
"Minnesota","SF 724","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/20/2024",""
"Minnesota","HF 1086","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/20/2024",""
"Minnesota","SF 933","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","05/20/2024",""
"Minnesota","HF 1903","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","05/20/2024",""
"Minnesota","HF 3264","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","05/20/2024",""
"Minnesota","SF 3280","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","05/20/2024",""
"North Carolina","H 43","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","12/13/2024",""
"North Carolina","S 560","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","12/13/2024",""
"North Carolina","S 641","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","12/13/2024",""
"North Carolina","H 786","Forced outing in schools | Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | Restricting student & educator rights","Defeated","Legislative session ended","12/13/2024",""
"North Carolina","H 819","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","12/13/2024",""
"North Carolina","S 636","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","12/13/2024",""

Data is current as of December 6 2024 
